d,sales,date,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,lag_7,lag_28,rolling_mean_7,rolling_mean_28,day_of_week,week,is_event
d_1515,32338,2015-03-23,11508,Monday,3,3,2015,,,,,0,0,0,35495.0,31522.0,35031.142857142855,36307.82142857143,0,13,0
d_1516,26841,2015-03-24,11508,Tuesday,4,3,2015,,,,,0,0,0,31412.0,29780.0,34580.142857142855,36336.96428571428,1,13,0
d_1517,31995,2015-03-25,11508,Wednesday,5,3,2015,,,,,0,0,0,29947.0,29227.0,33927.142857142855,36232.0,2,13,0
d_1518,29902,2015-03-26,11508,Thursday,6,3,2015,,,,,0,0,0,29369.0,29223.0,34219.71428571428,36330.857142857145,3,13,0
d_1519,32535,2015-03-27,11508,Friday,7,3,2015,,,,,0,0,0,32999.0,33566.0,34295.857142857145,36355.107142857145,4,13,0
d_1520,41531,2015-03-28,11509,Saturday,1,3,2015,,,,,0,0,0,41982.0,44154.0,34229.57142857143,36318.28571428572,5,13,0
d_1521,42583,2015-03-29,11509,Sunday,2,3,2015,,,,,0,0,0,44014.0,45186.0,34165.142857142855,36224.607142857145,6,13,0
d_1522,31899,2015-03-30,11509,Monday,3,3,2015,,,,,0,0,0,32338.0,35398.0,33960.71428571428,36131.642857142855,0,14,0
d_1523,30956,2015-03-31,11509,Tuesday,4,3,2015,,,,,0,0,0,26841.0,34387.0,33898.0,36006.67857142857,1,14,0
d_1524,35060,2015-04-01,11509,Wednesday,5,4,2015,,,,,1,1,0,31995.0,31774.0,34485.857142857145,35884.142857142855,2,14,0
d_1525,33817,2015-04-02,11509,Thursday,6,4,2015,,,,,1,0,1,29902.0,32819.0,34923.71428571428,36001.5,3,14,0
d_1526,44108,2015-04-03,11509,Friday,7,4,2015,,,,,1,1,1,32535.0,35937.0,35483.0,36037.142857142855,4,14,0
d_1527,48419,2015-04-04,11510,Saturday,1,4,2015,,,,,1,0,0,41531.0,44229.0,37136.28571428572,36328.96428571428,5,14,0
d_1528,41636,2015-04-05,11510,Sunday,2,4,2015,Easter,Cultural,,,1,1,1,42583.0,47379.0,38120.28571428572,36478.607142857145,6,14,1
d_1529,36215,2015-04-06,11510,Monday,3,4,2015,,,,,1,1,1,31899.0,36020.0,37985.0,36273.5,0,15,0
d_1530,33911,2015-04-07,11510,Tuesday,4,4,2015,,,,,1,1,0,30956.0,33597.0,38601.57142857143,36280.46428571428,1,15,0
d_1531,34149,2015-04-08,11510,Wednesday,5,4,2015,,,,,1,0,1,35060.0,32891.0,39023.71428571428,36291.67857142857,2,15,0
d_1532,34437,2015-04-09,11510,Thursday,6,4,2015,,,,,1,1,1,33817.0,34391.0,38893.57142857143,36336.607142857145,3,15,0
d_1533,36853,2015-04-10,11510,Friday,7,4,2015,,,,,1,0,0,44108.0,36623.0,38982.142857142855,36338.25,4,15,0
d_1534,45272,2015-04-11,11511,Saturday,1,4,2015,Pesach End,Religious,,,0,1,1,48419.0,44471.0,37945.71428571428,36346.46428571428,5,15,1
d_1535,47180,2015-04-12,11511,Sunday,2,4,2015,OrthodoxEaster,Religious,,,0,1,1,41636.0,48827.0,37496.142857142855,36375.07142857143,6,15,1
d_1536,34494,2015-04-13,11511,Monday,3,4,2015,,,,,0,1,0,36215.0,35495.0,38288.142857142855,36316.25,0,16,0
d_1537,33597,2015-04-14,11511,Tuesday,4,4,2015,,,,,0,0,1,33911.0,31412.0,38042.28571428572,36280.5,1,16,0
d_1538,34690,2015-04-15,11511,Wednesday,5,4,2015,,,,,0,1,1,34149.0,29947.0,37997.42857142857,36358.53571428572,2,16,0
d_1539,31431,2015-04-16,11511,Thursday,6,4,2015,,,,,0,0,0,34437.0,29369.0,38074.71428571428,36527.92857142857,3,16,0
d_1540,33059,2015-04-17,11511,Friday,7,4,2015,,,,,0,0,0,36853.0,32999.0,37645.28571428572,36601.57142857143,4,16,0
d_1541,42516,2015-04-18,11512,Saturday,1,4,2015,,,,,0,0,0,45272.0,41982.0,37103.28571428572,36603.71428571428,5,16,0
d_1542,44359,2015-04-19,11512,Sunday,2,4,2015,,,,,0,0,0,47180.0,44014.0,36709.57142857143,36622.78571428572,6,16,0
d_1543,33118,2015-04-20,11512,Monday,3,4,2015,,,,,0,0,0,34494.0,32338.0,36306.57142857143,36635.107142857145,0,17,0
d_1544,30227,2015-04-21,11512,Tuesday,4,4,2015,,,,,0,0,0,33597.0,26841.0,36110.0,36662.96428571428,1,17,0
d_1545,30382,2015-04-22,11512,Wednesday,5,4,2015,,,,,0,0,0,34690.0,31995.0,35628.57142857143,36783.892857142855,2,17,0
d_1546,30658,2015-04-23,11512,Thursday,6,4,2015,,,,,0,0,0,31431.0,29902.0,35013.142857142855,36726.28571428572,3,17,0
d_1547,34423,2015-04-24,11512,Friday,7,4,2015,,,,,0,0,0,33059.0,32535.0,34902.71428571428,36753.28571428572,4,17,0
d_1548,43598,2015-04-25,11513,Saturday,1,4,2015,,,,,0,0,0,42516.0,41531.0,35097.57142857143,36820.71428571428,5,17,0
d_1549,43406,2015-04-26,11513,Sunday,2,4,2015,,,,,0,0,0,44359.0,42583.0,35252.142857142855,36894.53571428572,6,17,0
d_1550,33444,2015-04-27,11513,Monday,3,4,2015,,,,,0,0,0,33118.0,31899.0,35116.0,36923.92857142857,0,18,0
d_1551,29750,2015-04-28,11513,Tuesday,4,4,2015,,,,,0,0,0,30227.0,30956.0,35162.57142857143,36979.107142857145,1,18,0
d_1552,28667,2015-04-29,11513,Wednesday,5,4,2015,,,,,0,0,0,30382.0,35060.0,35094.42857142857,36936.03571428572,2,18,0
d_1553,30553,2015-04-30,11513,Thursday,6,4,2015,,,,,0,0,0,30658.0,33817.0,34849.42857142857,36707.71428571428,3,18,0
d_1554,40976,2015-05-01,11513,Friday,7,5,2015,,,,,1,1,0,34423.0,44108.0,34834.42857142857,36591.142857142855,4,18,0
d_1555,47052,2015-05-02,11514,Saturday,1,5,2015,,,,,1,0,1,43598.0,48419.0,35770.57142857143,36479.28571428572,5,18,0
d_1556,49102,2015-05-03,11514,Sunday,2,5,2015,,,,,1,1,1,43406.0,41636.0,36264.0,36430.46428571428,6,18,0
d_1557,38169,2015-05-04,11514,Monday,3,5,2015,,,,,1,0,0,33444.0,36215.0,37077.71428571428,36697.107142857145,0,19,0
d_1558,35089,2015-05-05,11514,Tuesday,4,5,2015,Cinco De Mayo,Cultural,,,1,1,1,29750.0,33911.0,37752.71428571428,36766.892857142855,1,19,1
d_1559,35296,2015-05-06,11514,Wednesday,5,5,2015,,,,,1,1,1,28667.0,34149.0,38515.42857142857,36808.96428571428,2,19,0
d_1560,33321,2015-05-07,11514,Thursday,6,5,2015,,,,,1,1,0,30553.0,34437.0,39462.42857142857,36849.92857142857,3,19,0
d_1561,37424,2015-05-08,11514,Friday,7,5,2015,,,,,1,0,1,40976.0,36853.0,39857.857142857145,36810.07142857143,4,19,0
d_1562,47269,2015-05-09,11515,Saturday,1,5,2015,,,,,1,1,1,47052.0,45272.0,39350.42857142857,36830.46428571428,5,19,0
d_1563,38030,2015-05-10,11515,Sunday,2,5,2015,Mother's day,Cultural,,,1,0,0,49102.0,47180.0,39381.42857142857,36901.78571428572,6,19,1
d_1564,37192,2015-05-11,11515,Monday,3,5,2015,,,,,0,1,1,38169.0,34494.0,37799.71428571428,36575.0,0,20,0
d_1565,35033,2015-05-12,11515,Tuesday,4,5,2015,,,,,0,1,1,35089.0,33597.0,37660.142857142855,36671.357142857145,1,20,0
d_1566,33685,2015-05-13,11515,Wednesday,5,5,2015,,,,,0,1,0,35296.0,34690.0,37652.142857142855,36722.642857142855,2,20,0
d_1567,32054,2015-05-14,11515,Thursday,6,5,2015,,,,,0,0,1,33321.0,31431.0,37422.0,36686.75,3,20,0
d_1568,37764,2015-05-15,11515,Friday,7,5,2015,,,,,0,1,1,37424.0,33059.0,37241.0,36709.0,4,20,0
d_1569,44336,2015-05-16,11516,Saturday,1,5,2015,,,,,0,0,0,47269.0,42516.0,37289.57142857143,36877.03571428572,5,20,0
d_1570,44493,2015-05-17,11516,Sunday,2,5,2015,,,,,0,0,0,38030.0,44359.0,36870.57142857143,36942.03571428572,6,20,0
d_1571,34296,2015-05-18,11516,Monday,3,5,2015,,,,,0,0,0,37192.0,33118.0,37793.857142857145,36946.82142857143,0,21,0
d_1572,30671,2015-05-19,11516,Tuesday,4,5,2015,,,,,0,0,0,35033.0,30227.0,37380.142857142855,36988.892857142855,1,21,0
d_1573,31158,2015-05-20,11516,Wednesday,5,5,2015,,,,,0,0,0,33685.0,30382.0,36757.0,37004.75,2,21,0
d_1574,30601,2015-05-21,11516,Thursday,6,5,2015,,,,,0,0,0,32054.0,30658.0,36396.0,37032.46428571428,3,21,0
d_1575,36267,2015-05-22,11516,Friday,7,5,2015,,,,,0,0,0,37764.0,34423.0,36188.42857142857,37030.42857142857,4,21,0
d_1576,39975,2015-05-23,11517,Saturday,1,5,2015,,,,,0,0,0,44336.0,43598.0,35974.57142857143,37096.28571428572,5,21,0
d_1577,37426,2015-05-24,11517,Sunday,2,5,2015,,,,,0,0,0,44493.0,43406.0,35351.57142857143,36966.892857142855,6,21,0
d_1578,37817,2015-05-25,11517,Monday,3,5,2015,MemorialDay,National,,,0,0,0,34296.0,33444.0,34342.0,36753.32142857143,0,22,1
d_1579,30879,2015-05-26,11517,Tuesday,4,5,2015,,,,,0,0,0,30671.0,29750.0,34845.0,36909.5,1,22,0
d_1580,30097,2015-05-27,11517,Wednesday,5,5,2015,,,,,0,0,0,31158.0,28667.0,34874.71428571428,36949.82142857143,2,22,0
d_1581,30216,2015-05-28,11517,Thursday,6,5,2015,,,,,0,0,0,30601.0,30553.0,34723.142857142855,37000.892857142855,3,22,0
d_1582,32925,2015-05-29,11517,Friday,7,5,2015,,,,,0,0,0,36267.0,40976.0,34668.142857142855,36988.857142857145,4,22,0
d_1583,40938,2015-05-30,11518,Saturday,1,5,2015,,,,,0,0,0,39975.0,47052.0,34190.71428571428,36701.32142857143,5,22,0
d_1584,43463,2015-05-31,11518,Sunday,2,5,2015,,,,,0,0,0,37426.0,49102.0,34328.28571428572,36482.96428571428,6,22,0
d_1585,38654,2015-06-01,11518,Monday,3,6,2015,,,,,1,1,0,37817.0,38169.0,35190.71428571428,36281.57142857143,0,23,0
d_1586,37424,2015-06-02,11518,Tuesday,4,6,2015,,,,,1,0,1,30879.0,35089.0,35310.28571428572,36298.892857142855,1,23,0
d_1587,37990,2015-06-03,11518,Wednesday,5,6,2015,,,,,1,1,1,30097.0,35296.0,36245.28571428572,36382.28571428572,2,23,0
d_1588,34922,2015-06-04,11518,Thursday,6,6,2015,NBAFinalsStart,Sporting,,,1,0,0,30216.0,33321.0,37372.857142857145,36478.5,3,23,1
d_1589,39889,2015-06-05,11518,Friday,7,6,2015,,,,,1,1,1,32925.0,37424.0,38045.142857142855,36535.67857142857,4,23,0
d_1590,47507,2015-06-06,11519,Saturday,1,6,2015,,,,,1,1,1,40938.0,47269.0,39040.0,36623.71428571428,5,23,0
d_1591,48426,2015-06-07,11519,Sunday,2,6,2015,,,,,1,1,0,43463.0,38030.0,39978.42857142857,36632.21428571428,6,23,0
d_1592,39922,2015-06-08,11519,Monday,3,6,2015,,,,,1,0,1,38654.0,37192.0,40687.42857142857,37003.5,0,24,0
d_1593,38184,2015-06-09,11519,Tuesday,4,6,2015,,,,,1,1,1,37424.0,35033.0,40868.57142857143,37101.0,1,24,0
d_1594,35176,2015-06-10,11519,Wednesday,5,6,2015,,,,,1,0,0,37990.0,33685.0,40977.142857142855,37213.53571428572,2,24,0
d_1595,35585,2015-06-11,11519,Thursday,6,6,2015,,,,,0,1,1,34922.0,32054.0,40575.142857142855,37266.78571428572,3,24,0
d_1596,40282,2015-06-12,11519,Friday,7,6,2015,,,,,0,1,1,39889.0,37764.0,40669.857142857145,37392.892857142855,4,24,0
d_1597,44853,2015-06-13,11520,Saturday,1,6,2015,,,,,0,1,0,47507.0,44336.0,40726.0,37482.82142857143,5,24,0
d_1598,48981,2015-06-14,11520,Sunday,2,6,2015,,,,,0,0,1,48426.0,44493.0,40346.857142857145,37501.28571428572,6,24,0
d_1599,47580,2015-06-15,11520,Monday,3,6,2015,,,,,0,1,1,39922.0,34296.0,40426.142857142855,37661.57142857143,0,25,0
d_1600,31698,2015-06-16,11520,Tuesday,4,6,2015,NBAFinalsEnd,Sporting,,,0,0,0,38184.0,30671.0,41520.142857142855,38136.0,1,25,1
d_1601,31478,2015-06-17,11520,Wednesday,5,6,2015,,,,,0,0,0,35176.0,31158.0,40593.57142857143,38172.67857142857,2,25,0
d_1602,34425,2015-06-18,11520,Thursday,6,6,2015,Ramadan starts,Religious,,,0,0,0,35585.0,30601.0,40065.28571428572,38184.107142857145,3,25,1
d_1603,37829,2015-06-19,11520,Friday,7,6,2015,,,,,0,0,0,40282.0,36267.0,39899.57142857143,38320.67857142857,4,25,0
d_1604,44255,2015-06-20,11521,Saturday,1,6,2015,,,,,0,0,0,44853.0,39975.0,39549.142857142855,38376.46428571428,5,25,0
d_1605,41413,2015-06-21,11521,Sunday,2,6,2015,Father's day,Cultural,,,0,0,0,48981.0,37426.0,39463.71428571428,38529.32142857143,6,25,1
d_1606,34846,2015-06-22,11521,Monday,3,6,2015,,,,,0,0,0,47580.0,37817.0,38382.57142857143,38671.71428571428,0,26,0
d_1607,33071,2015-06-23,11521,Tuesday,4,6,2015,,,,,0,0,0,31698.0,30879.0,36563.42857142857,38565.607142857145,1,26,0
d_1608,31622,2015-06-24,11521,Wednesday,5,6,2015,,,,,0,0,0,31478.0,30097.0,36759.57142857143,38643.892857142855,2,26,0
d_1609,32376,2015-06-25,11521,Thursday,6,6,2015,,,,,0,0,0,34425.0,30216.0,36780.142857142855,38698.357142857145,3,26,0
d_1610,35945,2015-06-26,11521,Friday,7,6,2015,,,,,0,0,0,37829.0,32925.0,36487.42857142857,38775.5,4,26,0
d_1611,42213,2015-06-27,11522,Saturday,1,6,2015,,,,,0,0,0,44255.0,40938.0,36218.28571428572,38883.357142857145,5,26,0
d_1612,42946,2015-06-28,11522,Sunday,2,6,2015,,,,,0,0,0,41413.0,43463.0,35926.57142857143,38928.892857142855,6,26,0
d_1613,33928,2015-06-29,11522,Monday,3,6,2015,,,,,0,0,0,34846.0,38654.0,36145.57142857143,38910.42857142857,0,27,0
d_1614,32179,2015-06-30,11522,Tuesday,4,6,2015,,,,,0,0,0,33071.0,37424.0,36014.42857142857,38741.642857142855,1,27,0
d_1615,38077,2015-07-01,11522,Wednesday,5,7,2015,,,,,1,1,0,31622.0,37990.0,35887.0,38554.32142857143,2,27,0
d_1616,41844,2015-07-02,11522,Thursday,6,7,2015,,,,,1,0,1,32376.0,34922.0,36809.142857142855,38557.42857142857,3,27,0
d_1617,54154,2015-07-03,11522,Friday,7,7,2015,,,,,1,1,1,35945.0,39889.0,38161.71428571428,38804.642857142855,4,27,0
d_1618,37489,2015-07-04,11523,Saturday,1,7,2015,IndependenceDay,National,,,1,0,0,42213.0,47507.0,40763.0,39314.107142857145,5,27,1
d_1619,43532,2015-07-05,11523,Sunday,2,7,2015,,,,,1,1,1,42946.0,48426.0,40088.142857142855,38956.32142857143,6,27,0
d_1620,41538,2015-07-06,11523,Monday,3,7,2015,,,,,1,1,1,33928.0,39922.0,40171.857142857145,38781.53571428572,0,28,0
d_1621,37355,2015-07-07,11523,Tuesday,4,7,2015,,,,,1,1,0,32179.0,38184.0,41259.0,38839.25,1,28,0
d_1622,36049,2015-07-08,11523,Wednesday,5,7,2015,,,,,1,0,1,38077.0,35176.0,41998.42857142857,38809.642857142855,2,28,0
d_1623,38210,2015-07-09,11523,Thursday,6,7,2015,,,,,1,1,1,41844.0,35585.0,41708.71428571428,38840.82142857143,3,28,0
d_1624,39895,2015-07-10,11523,Friday,7,7,2015,,,,,1,0,0,54154.0,40282.0,41189.57142857143,38934.57142857143,4,28,0
d_1625,47405,2015-07-11,11524,Saturday,1,7,2015,,,,,0,1,1,37489.0,44853.0,39152.57142857143,38920.75,5,28,0
d_1626,49594,2015-07-12,11524,Sunday,2,7,2015,,,,,0,1,1,43532.0,48981.0,40569.142857142855,39011.892857142855,6,28,0
d_1627,39058,2015-07-13,11524,Monday,3,7,2015,,,,,0,1,0,41538.0,47580.0,41435.142857142855,39033.78571428572,0,29,0
d_1628,36831,2015-07-14,11524,Tuesday,4,7,2015,,,,,0,0,1,37355.0,31698.0,41080.857142857145,38729.42857142857,1,29,0
d_1629,38095,2015-07-15,11524,Wednesday,5,7,2015,,,,,0,1,1,36049.0,31478.0,41006.0,38912.75,2,29,0
d_1630,37478,2015-07-16,11524,Thursday,6,7,2015,,,,,0,0,0,38210.0,34425.0,41298.28571428572,39149.07142857143,3,29,0
d_1631,41847,2015-07-17,11524,Friday,7,7,2015,,,,,0,0,0,39895.0,37829.0,41193.71428571428,39258.107142857145,4,29,0
d_1632,45660,2015-07-18,11525,Saturday,1,7,2015,Eid al-Fitr,Religious,,,0,0,0,47405.0,44255.0,41472.57142857143,39401.607142857145,5,29,1
d_1633,47784,2015-07-19,11525,Sunday,2,7,2015,,,,,0,0,0,49594.0,41413.0,41223.28571428572,39451.78571428572,6,29,0
d_1634,37547,2015-07-20,11525,Monday,3,7,2015,,,,,0,0,0,39058.0,34846.0,40964.71428571428,39679.32142857143,0,30,0
d_1635,34138,2015-07-21,11525,Tuesday,4,7,2015,,,,,0,0,0,36831.0,33071.0,40748.857142857145,39775.78571428572,1,30,0
d_1636,33376,2015-07-22,11525,Wednesday,5,7,2015,,,,,0,0,0,38095.0,31622.0,40364.142857142855,39813.892857142855,2,30,0
d_1637,34195,2015-07-23,11525,Thursday,6,7,2015,,,,,0,0,0,37478.0,32376.0,39690.0,39876.53571428572,3,30,0
d_1638,38441,2015-07-24,11525,Friday,7,7,2015,,,,,0,0,0,41847.0,35945.0,39221.0,39941.5,4,30,0
d_1639,42624,2015-07-25,11526,Saturday,1,7,2015,,,,,0,0,0,45660.0,42213.0,38734.42857142857,40030.642857142855,5,30,0
d_1640,44192,2015-07-26,11526,Sunday,2,7,2015,,,,,0,0,0,47784.0,42946.0,38300.71428571428,40045.32142857143,6,30,0
d_1641,36126,2015-07-27,11526,Monday,3,7,2015,,,,,0,0,0,37547.0,33928.0,37787.57142857143,40089.82142857143,0,31,0
d_1642,32955,2015-07-28,11526,Tuesday,4,7,2015,,,,,0,0,0,34138.0,32179.0,37584.57142857143,40168.32142857143,1,31,0
d_1643,31593,2015-07-29,11526,Wednesday,5,7,2015,,,,,0,0,0,33376.0,38077.0,37415.57142857143,40196.03571428572,2,31,0
d_1644,33587,2015-07-30,11526,Thursday,6,7,2015,,,,,0,0,0,34195.0,41844.0,37160.857142857145,39964.46428571428,3,31,0
d_1645,41478,2015-07-31,11526,Friday,7,7,2015,,,,,0,0,0,38441.0,54154.0,37074.0,39669.57142857143,4,31,0
d_1646,49150,2015-08-01,11527,Saturday,1,8,2015,,,,,1,1,0,42624.0,37489.0,37507.857142857145,39216.857142857145,5,31,0
d_1647,51541,2015-08-02,11527,Sunday,2,8,2015,,,,,1,0,1,44192.0,43532.0,38440.142857142855,39633.32142857143,6,31,0
d_1648,45257,2015-08-03,11527,Monday,3,8,2015,,,,,1,1,1,36126.0,41538.0,39490.0,39919.357142857145,0,32,0
d_1649,37658,2015-08-04,11527,Tuesday,4,8,2015,,,,,1,0,0,32955.0,37355.0,40794.42857142857,40052.17857142857,1,32,0
d_1650,38279,2015-08-05,11527,Wednesday,5,8,2015,,,,,1,1,1,31593.0,36049.0,41466.28571428572,40063.0,2,32,0
d_1651,37798,2015-08-06,11527,Thursday,6,8,2015,,,,,1,1,1,33587.0,38210.0,42421.42857142857,40142.642857142855,3,32,0
d_1652,40137,2015-08-07,11527,Friday,7,8,2015,,,,,1,1,0,41478.0,39895.0,43023.0,40127.92857142857,4,32,0
d_1653,48104,2015-08-08,11528,Saturday,1,8,2015,,,,,1,0,1,49150.0,47405.0,42831.42857142857,40136.57142857143,5,32,0
d_1654,51961,2015-08-09,11528,Sunday,2,8,2015,,,,,1,1,1,51541.0,49594.0,42682.0,40161.53571428572,6,32,0
d_1655,38324,2015-08-10,11528,Monday,3,8,2015,,,,,1,0,0,45257.0,39058.0,42742.0,40246.07142857143,0,33,0
d_1656,36449,2015-08-11,11528,Tuesday,4,8,2015,,,,,0,1,1,37658.0,36831.0,41751.57142857143,40219.857142857145,1,33,0
d_1657,37351,2015-08-12,11528,Wednesday,5,8,2015,,,,,0,1,1,38279.0,38095.0,41578.857142857145,40206.21428571428,2,33,0
d_1658,36055,2015-08-13,11528,Thursday,6,8,2015,,,,,0,1,0,37798.0,37478.0,41446.28571428572,40179.642857142855,3,33,0
d_1659,40762,2015-08-14,11528,Friday,7,8,2015,,,,,0,0,1,40137.0,41847.0,41197.28571428572,40128.82142857143,4,33,0
d_1660,48436,2015-08-15,11529,Saturday,1,8,2015,,,,,0,1,1,48104.0,45660.0,41286.57142857143,40090.07142857143,5,33,0
d_1661,50540,2015-08-16,11529,Sunday,2,8,2015,,,,,0,0,0,51961.0,47784.0,41334.0,40189.21428571428,6,33,0
d_1662,39112,2015-08-17,11529,Monday,3,8,2015,,,,,0,0,0,38324.0,37547.0,41131.0,40287.642857142855,0,34,0
d_1663,35245,2015-08-18,11529,Tuesday,4,8,2015,,,,,0,0,0,36449.0,34138.0,41243.57142857143,40343.53571428572,1,34,0
d_1664,33707,2015-08-19,11529,Wednesday,5,8,2015,,,,,0,0,0,37351.0,33376.0,41071.57142857143,40383.07142857143,2,34,0
d_1665,32516,2015-08-20,11529,Thursday,6,8,2015,,,,,0,0,0,36055.0,34195.0,40551.0,40394.892857142855,3,34,0
d_1666,36963,2015-08-21,11529,Friday,7,8,2015,,,,,0,0,0,40762.0,38441.0,40045.42857142857,40334.92857142857,4,34,0
d_1667,45080,2015-08-22,11530,Saturday,1,8,2015,,,,,0,0,0,48436.0,42624.0,39502.71428571428,40282.142857142855,5,34,0
d_1668,47596,2015-08-23,11530,Sunday,2,8,2015,,,,,0,0,0,50540.0,44192.0,39023.28571428572,40369.857142857145,6,34,0
d_1669,35093,2015-08-24,11530,Monday,3,8,2015,,,,,0,0,0,39112.0,36126.0,38602.71428571428,40491.42857142857,0,35,0
d_1670,31295,2015-08-25,11530,Tuesday,4,8,2015,,,,,0,0,0,35245.0,32955.0,38028.57142857143,40454.53571428572,1,35,0
d_1671,31967,2015-08-26,11530,Wednesday,5,8,2015,,,,,0,0,0,33707.0,31593.0,37464.28571428572,40395.25,2,35,0
d_1672,32076,2015-08-27,11530,Thursday,6,8,2015,,,,,0,0,0,32516.0,33587.0,37215.71428571428,40408.607142857145,3,35,0
d_1673,36251,2015-08-28,11530,Friday,7,8,2015,,,,,0,0,0,36963.0,41478.0,37152.857142857145,40354.642857142855,4,35,0
d_1674,45236,2015-08-29,11531,Saturday,1,8,2015,,,,,0,0,0,45080.0,49150.0,37051.142857142855,40167.96428571428,5,35,0
d_1675,48517,2015-08-30,11531,Sunday,2,8,2015,,,,,0,0,0,47596.0,51541.0,37073.42857142857,40028.17857142857,6,35,0
d_1676,35885,2015-08-31,11531,Monday,3,8,2015,,,,,0,0,0,35093.0,45257.0,37205.0,39920.17857142857,0,36,0
d_1677,37955,2015-09-01,11531,Tuesday,4,9,2015,,,,,1,1,0,31295.0,37658.0,37318.142857142855,39585.46428571428,1,36,0
d_1678,36590,2015-09-02,11531,Wednesday,5,9,2015,,,,,1,0,1,31967.0,38279.0,38269.57142857143,39596.07142857143,2,36,0
d_1679,39619,2015-09-03,11531,Thursday,6,9,2015,,,,,1,1,1,32076.0,37798.0,38930.0,39535.75,3,36,0
d_1680,39270,2015-09-04,11531,Friday,7,9,2015,,,,,1,0,0,36251.0,40137.0,40007.57142857143,39600.78571428572,4,36,0
d_1681,47487,2015-09-05,11532,Saturday,1,9,2015,,,,,1,1,1,45236.0,48104.0,40438.857142857145,39569.82142857143,5,36,0
d_1682,45248,2015-09-06,11532,Sunday,2,9,2015,,,,,1,1,1,48517.0,51961.0,40760.42857142857,39547.78571428572,6,36,0
d_1683,45762,2015-09-07,11532,Monday,3,9,2015,LaborDay,National,,,1,1,0,35885.0,38324.0,40293.42857142857,39308.03571428572,0,37,1
d_1684,36169,2015-09-08,11532,Tuesday,4,9,2015,,,,,1,0,1,37955.0,36449.0,41704.42857142857,39573.67857142857,1,37,0
d_1685,38102,2015-09-09,11532,Wednesday,5,9,2015,,,,,1,1,1,36590.0,37351.0,41449.28571428572,39563.67857142857,2,37,0
d_1686,35693,2015-09-10,11532,Thursday,6,9,2015,,,,,1,0,0,39619.0,36055.0,41665.28571428572,39590.5,3,37,0
d_1687,40286,2015-09-11,11532,Friday,7,9,2015,,,,,0,1,1,39270.0,40762.0,41104.42857142857,39577.57142857143,4,37,0
d_1688,50103,2015-09-12,11533,Saturday,1,9,2015,,,,,0,1,1,47487.0,48436.0,41249.57142857143,39560.57142857143,5,37,0
d_1689,51340,2015-09-13,11533,Sunday,2,9,2015,,,,,0,1,0,45248.0,50540.0,41623.28571428572,39620.107142857145,6,37,0
d_1690,38071,2015-09-14,11533,Monday,3,9,2015,,,,,0,0,1,45762.0,39112.0,42493.57142857143,39648.67857142857,0,38,0
d_1691,37425,2015-09-15,11533,Tuesday,4,9,2015,,,,,0,1,1,36169.0,35245.0,41394.857142857145,39611.5,1,38,0
d_1692,33645,2015-09-16,11533,Wednesday,5,9,2015,,,,,0,0,0,38102.0,33707.0,41574.28571428572,39689.357142857145,2,38,0
d_1693,33998,2015-09-17,11533,Thursday,6,9,2015,,,,,0,0,0,35693.0,32516.0,40937.57142857143,39687.142857142855,3,38,0
d_1694,38689,2015-09-18,11533,Friday,7,9,2015,,,,,0,0,0,40286.0,36963.0,40695.42857142857,39740.07142857143,4,38,0
d_1695,48279,2015-09-19,11534,Saturday,1,9,2015,,,,,0,0,0,50103.0,45080.0,40467.28571428572,39801.71428571428,5,38,0
d_1696,49979,2015-09-20,11534,Sunday,2,9,2015,,,,,0,0,0,51340.0,47596.0,40206.71428571428,39915.96428571428,6,38,0
d_1697,36145,2015-09-21,11534,Monday,3,9,2015,,,,,0,0,0,38071.0,35093.0,40012.28571428572,40001.07142857143,0,39,0
d_1698,33518,2015-09-22,11534,Tuesday,4,9,2015,,,,,0,0,0,37425.0,31295.0,39737.142857142855,40038.642857142855,1,39,0
d_1699,33497,2015-09-23,11534,Wednesday,5,9,2015,,,,,0,0,0,33645.0,31967.0,39179.0,40118.03571428572,2,39,0
d_1700,32967,2015-09-24,11534,Thursday,6,9,2015,EidAlAdha,Religious,,,0,0,0,33998.0,32076.0,39157.857142857145,40172.67857142857,3,39,1
d_1701,38680,2015-09-25,11534,Friday,7,9,2015,,,,,0,0,0,38689.0,36251.0,39010.57142857143,40204.5,4,39,0
d_1702,46636,2015-09-26,11535,Saturday,1,9,2015,,,,,0,0,0,48279.0,45236.0,39009.28571428572,40291.25,5,39,0
d_1703,47613,2015-09-27,11535,Sunday,2,9,2015,,,,,0,0,0,49979.0,48517.0,38774.57142857143,40341.25,6,39,0
d_1704,34262,2015-09-28,11535,Monday,3,9,2015,,,,,0,0,0,36145.0,35885.0,38436.57142857143,40308.96428571428,0,40,0
d_1705,30615,2015-09-29,11535,Tuesday,4,9,2015,,,,,0,0,0,33518.0,37955.0,38167.57142857143,40251.0,1,40,0
d_1706,31270,2015-09-30,11535,Wednesday,5,9,2015,,,,,0,0,0,33497.0,36590.0,37752.857142857145,39988.857142857145,2,40,0
d_1707,37677,2015-10-01,11535,Thursday,6,10,2015,,,,,1,1,0,32967.0,39619.0,37434.71428571428,39798.857142857145,3,40,0
