StockCode,ABC_Class,XYZ_Class,ABC_XYZ,Recommendation
84773,C,Y,CY,Reduce Inventory
22511,C,Z,CZ,Dead Stock Candidate
22962,C,Z,CZ,Dead Stock Candidate
22249,C,Y,CY,Reduce Inventory
85214,C,Z,CZ,Dead Stock Candidate
72799C,C,Z,CZ,Dead Stock Candidate
20898,C,Z,CZ,Dead Stock Candidate
20769,C,Z,CZ,Dead Stock Candidate
21339,C,Z,CZ,Dead Stock Candidate
20705,C,Z,CZ,Dead Stock Candidate
84595E,C,Z,CZ,Dead Stock Candidate
16162L,C,Z,CZ,Dead Stock Candidate
21816,C,Y,CY,Reduce Inventory
45008C,C,Z,CZ,Dead Stock Candidate
84932D,C,Z,CZ,Dead Stock Candidate
21304,C,Z,CZ,Dead Stock Candidate
85084,C,Z,CZ,Dead Stock Candidate
90175A,C,Z,CZ,Dead Stock Candidate
21016,C,Z,CZ,Dead Stock Candidate
75013B,C,Z,CZ,Dead Stock Candidate
85169A,C,Z,CZ,Dead Stock Candidate
21307,C,Z,CZ,Dead Stock Candidate
37345,C,Z,CZ,Dead Stock Candidate
21419,C,Z,CZ,Dead Stock Candidate
21632,C,Y,CY,Reduce Inventory
85129A,C,Z,CZ,Dead Stock Candidate
21458,C,Z,CZ,Dead Stock Candidate
35965,C,Z,CZ,Dead Stock Candidate
85032A,C,Z,CZ,Dead Stock Candidate
85180A,C,Y,CY,Reduce Inventory
85135B,C,Y,CY,Reduce Inventory
22228,C,Y,CY,Reduce Inventory
84762C,C,Z,CZ,Dead Stock Candidate
21456,C,Z,CZ,Dead Stock Candidate
84826,C,Y,CY,Reduce Inventory
22134,C,Z,CZ,Dead Stock Candidate
22853,C,Z,CZ,Dead Stock Candidate
84682,C,Z,CZ,Dead Stock Candidate
85031C,C,Z,CZ,Dead Stock Candidate
21173,C,Y,CY,Reduce Inventory
21774,C,Z,CZ,Dead Stock Candidate
20730,C,Z,CZ,Dead Stock Candidate
16235,C,Y,CY,Reduce Inventory
84843,C,Y,CY,Reduce Inventory
37494A,C,Z,CZ,Dead Stock Candidate
21893,C,Z,CZ,Dead Stock Candidate
84709B,C,Z,CZ,Dead Stock Candidate
22054,C,Y,CY,Reduce Inventory
21457,C,Z,CZ,Dead Stock Candidate
20935,C,Z,CZ,Dead Stock Candidate
90147,C,Y,CY,Reduce Inventory
21664,C,Z,CZ,Dead Stock Candidate
22182,C,Z,CZ,Dead Stock Candidate
22097,C,Z,CZ,Dead Stock Candidate
90082D,C,Y,CY,Reduce Inventory
21366,C,Z,CZ,Dead Stock Candidate
16169P,C,Z,CZ,Dead Stock Candidate
85039A,C,Z,CZ,Dead Stock Candidate
70007,C,Z,CZ,Dead Stock Candidate
21319,C,Z,CZ,Dead Stock Candidate
21873,C,Y,CY,Reduce Inventory
21633,C,Y,CY,Reduce Inventory
85121B,C,Y,CY,Reduce Inventory
84782C,C,Y,CY,Reduce Inventory
85188A,C,Y,CY,Reduce Inventory
22615,C,Y,CY,Reduce Inventory
22948,C,Y,CY,Reduce Inventory
84520D,C,Y,CY,Reduce Inventory
21199,C,Y,CY,Reduce Inventory
85188B,C,Y,CY,Reduce Inventory
21277,C,X,CX,Low Priority
37352,C,Z,CZ,Dead Stock Candidate
22033,C,Y,CY,Reduce Inventory
20652,C,Z,CZ,Dead Stock Candidate
84536B,C,Y,CY,Reduce Inventory
22963,C,Z,CZ,Dead Stock Candidate
85030,C,Z,CZ,Dead Stock Candidate
37333,C,Z,CZ,Dead Stock Candidate
79163,C,Y,CY,Reduce Inventory
20888,C,Z,CZ,Dead Stock Candidate
72728,C,Z,CZ,Dead Stock Candidate
84414B,C,Z,CZ,Dead Stock Candidate
84657,C,Z,CZ,Dead Stock Candidate
21724,C,Y,CY,Reduce Inventory
84805B,C,Y,CY,Reduce Inventory
17021,C,Z,CZ,Dead Stock Candidate
85092,C,Z,CZ,Dead Stock Candidate
22547,C,Z,CZ,Dead Stock Candidate
85117,C,Z,CZ,Dead Stock Candidate
84974,C,Y,CY,Reduce Inventory
90199C,C,Z,CZ,Dead Stock Candidate
22806,C,Z,CZ,Dead Stock Candidate
22403,C,Z,CZ,Dead Stock Candidate
21635,C,Y,CY,Reduce Inventory
85091,C,Z,CZ,Dead Stock Candidate
84625C,C,Z,CZ,Dead Stock Candidate
22686,C,Y,CY,Reduce Inventory
20866,C,Z,CZ,Dead Stock Candidate
20865,C,Z,CZ,Dead Stock Candidate
21160,C,Z,CZ,Dead Stock Candidate
85135A,C,Y,CY,Reduce Inventory
90200C,C,Y,CY,Reduce Inventory
22913,C,Z,CZ,Dead Stock Candidate
21740,C,Y,CY,Reduce Inventory
20864,C,Z,CZ,Dead Stock Candidate
22783,C,Y,CY,Reduce Inventory
16225,C,Z,CZ,Dead Stock Candidate
84824,C,Y,CY,Reduce Inventory
20832,C,Z,CZ,Dead Stock Candidate
84989B,C,Z,CZ,Dead Stock Candidate
72267,C,Z,CZ,Dead Stock Candidate
85111,C,Z,CZ,Dead Stock Candidate
22802,C,X,CX,Low Priority
82613D,C,Y,CY,Reduce Inventory
82613A,C,Z,CZ,Dead Stock Candidate
72131,C,Z,CZ,Dead Stock Candidate
72750C,C,Z,CZ,Dead Stock Candidate
22805,C,Y,CY,Reduce Inventory
35600D,C,Z,CZ,Dead Stock Candidate
21883,C,Y,CY,Reduce Inventory
21665,C,Z,CZ,Dead Stock Candidate
84762A,C,Y,CY,Reduce Inventory
46775D,C,Y,CY,Reduce Inventory
21630,C,Y,CY,Reduce Inventory
37492C,C,Z,CZ,Dead Stock Candidate
22717,C,Z,CZ,Dead Stock Candidate
85144,C,Z,CZ,Dead Stock Candidate
20735,C,Z,CZ,Dead Stock Candidate
21530,C,Z,CZ,Dead Stock Candidate
84706D,C,Y,CY,Reduce Inventory
84625A,C,Z,CZ,Dead Stock Candidate
21719,C,Y,CY,Reduce Inventory
16239,C,Z,CZ,Dead Stock Candidate
22715,C,Y,CY,Reduce Inventory
85093,C,Y,CY,Reduce Inventory
84798B,C,Z,CZ,Dead Stock Candidate
72598,C,Z,CZ,Dead Stock Candidate
22123,C,Z,CZ,Dead Stock Candidate
15034,C,Z,CZ,Dead Stock Candidate
84984B,C,Z,CZ,Dead Stock Candidate
85226C,C,Z,CZ,Dead Stock Candidate
22116,C,Z,CZ,Dead Stock Candidate
16049,C,Z,CZ,Dead Stock Candidate
84849A,C,Z,CZ,Dead Stock Candidate
22250,C,Z,CZ,Dead Stock Candidate
72818,C,Y,CY,Reduce Inventory
20657,C,Z,CZ,Dead Stock Candidate
85096,C,Y,CY,Reduce Inventory
22258,C,Z,CZ,Dead Stock Candidate
35915B,C,Z,CZ,Dead Stock Candidate
22773,C,Y,CY,Reduce Inventory
16202B,C,Z,CZ,Dead Stock Candidate
72789,C,Z,CZ,Dead Stock Candidate
84653,C,X,CX,Low Priority
85109,C,Z,CZ,Dead Stock Candidate
21536,C,Y,CY,Reduce Inventory
21503,C,X,CX,Low Priority
21200,C,Z,CZ,Dead Stock Candidate
84659A,C,Y,CY,Reduce Inventory
20910,C,Z,CZ,Dead Stock Candidate
90203,C,Y,CY,Reduce Inventory
35915C,C,Z,CZ,Dead Stock Candidate
79066K,C,Z,CZ,Dead Stock Candidate
20936,C,Z,CZ,Dead Stock Candidate
22062,C,Z,CZ,Dead Stock Candidate
20733,C,Z,CZ,Dead Stock Candidate
20699,C,Y,CY,Reduce Inventory
85023B,C,Z,CZ,Dead Stock Candidate
22042,C,Y,CY,Reduce Inventory
47594A,C,Y,CY,Reduce Inventory
84993A,C,Y,CY,Reduce Inventory
84569B,C,Y,CY,Reduce Inventory
21004,C,Y,CY,Reduce Inventory
21256,C,Z,CZ,Dead Stock Candidate
85185D,C,Z,CZ,Dead Stock Candidate
21758,C,Y,CY,Reduce Inventory
17164D,C,Z,CZ,Dead Stock Candidate
84247G,C,Y,CY,Reduce Inventory
22964,C,Y,CY,Reduce Inventory
84972L,C,Y,CY,Reduce Inventory
84948,C,Y,CY,Reduce Inventory
90200D,C,Y,CY,Reduce Inventory
16011,C,Y,CY,Reduce Inventory
84963B,C,Z,CZ,Dead Stock Candidate
84675,C,Z,CZ,Dead Stock Candidate
21773,C,Y,CY,Reduce Inventory
22702,C,Z,CZ,Dead Stock Candidate
84632,C,Y,CY,Reduce Inventory
16259,C,Y,CY,Reduce Inventory
21750,C,Z,CZ,Dead Stock Candidate
16161M,C,X,CX,Low Priority
84507C,C,Z,CZ,Dead Stock Candidate
20804,C,Z,CZ,Dead Stock Candidate
84569C,C,Y,CY,Reduce Inventory
22647,C,Z,CZ,Dead Stock Candidate
20689,C,Z,CZ,Dead Stock Candidate
20787,C,X,CX,Low Priority
22486,C,Y,CY,Reduce Inventory
35954,C,Y,CY,Reduce Inventory
47594B,C,Y,CY,Reduce Inventory
84858B,C,Y,CY,Reduce Inventory
84509C,C,Z,CZ,Dead Stock Candidate
22538,C,Z,CZ,Dead Stock Candidate
84819,C,X,CX,Low Priority
84952C,C,Z,CZ,Dead Stock Candidate
72132,C,Z,CZ,Dead Stock Candidate
21062,C,Y,CY,Reduce Inventory
21850,C,Z,CZ,Dead Stock Candidate
22608,C,X,CX,Low Priority
82605,C,Z,CZ,Dead Stock Candidate
84966B,C,Y,CY,Reduce Inventory
20802,C,Y,CY,Reduce Inventory
21253,C,Z,CZ,Dead Stock Candidate
21378,C,Z,CZ,Dead Stock Candidate
84918,C,Z,CZ,Dead Stock Candidate
20715,C,X,CX,Low Priority
21195,C,Z,CZ,Dead Stock Candidate
85163A,C,Y,CY,Reduce Inventory
16015,C,Z,CZ,Dead Stock Candidate
22252,C,Y,CY,Reduce Inventory
51020B,C,Z,CZ,Dead Stock Candidate
47581B,C,X,CX,Low Priority
21265,C,Z,CZ,Dead Stock Candidate
20763,C,Z,CZ,Dead Stock Candidate
84596K,C,Z,CZ,Dead Stock Candidate
84875D,C,Z,CZ,Dead Stock Candidate
21222,C,Y,CY,Reduce Inventory
84967C,C,Z,CZ,Dead Stock Candidate
84770,C,Y,CY,Reduce Inventory
20621,C,Z,CZ,Dead Stock Candidate
21320,C,Y,CY,Reduce Inventory
84247L,C,Y,CY,Reduce Inventory
85146,C,Y,CY,Reduce Inventory
35953,C,Y,CY,Reduce Inventory
35653,C,Y,CY,Reduce Inventory
20932,C,Z,CZ,Dead Stock Candidate
22985,C,X,CX,Low Priority
20943,C,Y,CY,Reduce Inventory
84510F,C,Z,CZ,Dead Stock Candidate
85208,C,Y,CY,Reduce Inventory
21629,C,Y,CY,Reduce Inventory
72799B,C,Z,CZ,Dead Stock Candidate
22101,C,Z,CZ,Dead Stock Candidate
22255,C,Y,CY,Reduce Inventory
21002,C,Z,CZ,Dead Stock Candidate
82616C,C,Z,CZ,Dead Stock Candidate
21318,C,Z,CZ,Dead Stock Candidate
22268,C,Z,CZ,Dead Stock Candidate
85104,C,Z,CZ,Dead Stock Candidate
90120D,C,Z,CZ,Dead Stock Candidate
16169F,C,X,CX,Low Priority
90200E,C,Y,CY,Reduce Inventory
37482P,C,Y,CY,Reduce Inventory
37444A,C,Z,CZ,Dead Stock Candidate
35240,C,Y,CY,Reduce Inventory
47592A,C,Z,CZ,Dead Stock Candidate
17012C,C,Z,CZ,Dead Stock Candidate
84595B,C,Z,CZ,Dead Stock Candidate
21663,C,Y,CY,Reduce Inventory
22718,C,Y,CY,Reduce Inventory
21847,C,Z,CZ,Dead Stock Candidate
72801E,C,Z,CZ,Dead Stock Candidate
84932B,C,Z,CZ,Dead Stock Candidate
20897,C,Z,CZ,Dead Stock Candidate
35599D,C,Z,CZ,Dead Stock Candidate
16243B,C,X,CX,Low Priority
22407,C,Z,CZ,Dead Stock Candidate
84846A,C,Y,CY,Reduce Inventory
D,C,Z,CZ,Dead Stock Candidate
85142,C,Y,CY,Reduce Inventory
22922,C,Z,CZ,Dead Stock Candidate
85129C,C,Y,CY,Reduce Inventory
21723,C,Y,CY,Reduce Inventory
22266,C,Z,CZ,Dead Stock Candidate
22510,C,Z,CZ,Dead Stock Candidate
20782,C,Y,CY,Reduce Inventory
84726,C,Y,CY,Reduce Inventory
90195B,C,Y,CY,Reduce Inventory
21553,C,Z,CZ,Dead Stock Candidate
79191C,C,Z,CZ,Dead Stock Candidate
20889,C,Z,CZ,Dead Stock Candidate
20753,C,Y,CY,Reduce Inventory
22953,C,Z,CZ,Dead Stock Candidate
47562,C,Y,CY,Reduce Inventory
21650,C,Y,CY,Reduce Inventory
82616B,C,Z,CZ,Dead Stock Candidate
16044,C,Z,CZ,Dead Stock Candidate
35004S,C,Y,CY,Reduce Inventory
84007,C,Z,CZ,Dead Stock Candidate
84596G,C,Z,CZ,Dead Stock Candidate
20823,C,Z,CZ,Dead Stock Candidate
85027L,C,Z,CZ,Dead Stock Candidate
22641,C,Z,CZ,Dead Stock Candidate
22247,C,Z,CZ,Dead Stock Candidate
20653,C,Z,CZ,Dead Stock Candidate
17107D,C,Y,CY,Reduce Inventory
85019C,C,Z,CZ,Dead Stock Candidate
84809A,C,Z,CZ,Dead Stock Candidate
85215,C,Y,CY,Reduce Inventory
21377,C,Z,CZ,Dead Stock Candidate
20700,C,Z,CZ,Dead Stock Candidate
35095B,C,Z,CZ,Dead Stock Candidate
84712B,C,Y,CY,Reduce Inventory
85090,C,Y,CY,Reduce Inventory
21336,C,Z,CZ,Dead Stock Candidate
90035B,C,Z,CZ,Dead Stock Candidate
35598B,C,Z,CZ,Dead Stock Candidate
85167A,C,Z,CZ,Dead Stock Candidate
84016,C,Z,CZ,Dead Stock Candidate
85097B,C,Y,CY,Reduce Inventory
22707,C,X,CX,Low Priority
21129,C,Y,CY,Reduce Inventory
35969,C,Z,CZ,Dead Stock Candidate
85007,C,Y,CY,Reduce Inventory
84827,C,Y,CY,Reduce Inventory
21252,C,Z,CZ,Dead Stock Candidate
22761,C,Y,CY,Reduce Inventory
35471D,C,Z,CZ,Dead Stock Candidate
84876D,C,Z,CZ,Dead Stock Candidate
20701,C,Z,CZ,Dead Stock Candidate
22230,C,Y,CY,Reduce Inventory
21014,C,Z,CZ,Dead Stock Candidate
21198,C,Y,CY,Reduce Inventory
72803B,C,Z,CZ,Dead Stock Candidate
84798A,C,Z,CZ,Dead Stock Candidate
85136B,C,Y,CY,Reduce Inventory
85136A,C,Y,CY,Reduce Inventory
21641,C,Y,CY,Reduce Inventory
84802B,C,Z,CZ,Dead Stock Candidate
22135,C,Z,CZ,Dead Stock Candidate
22799,C,Z,CZ,Dead Stock Candidate
84680,C,Z,CZ,Dead Stock Candidate
62094B,C,Z,CZ,Dead Stock Candidate
85213,C,Z,CZ,Dead Stock Candidate
85071C,C,Z,CZ,Dead Stock Candidate
22105,C,Z,CZ,Dead Stock Candidate
84929,C,Y,CY,Reduce Inventory
37475,C,Y,CY,Reduce Inventory
85025B,C,Y,CY,Reduce Inventory
20857,C,Y,CY,Reduce Inventory
35972,C,Z,CZ,Dead Stock Candidate
84859C,C,Z,CZ,Dead Stock Candidate
35915A,C,X,CX,Low Priority
22044,C,Z,CZ,Dead Stock Candidate
84865,C,Y,CY,Reduce Inventory
84901,C,Y,CY,Reduce Inventory
84597C,C,Y,CY,Reduce Inventory
21147,C,Y,CY,Reduce Inventory
20851,C,Z,CZ,Dead Stock Candidate
20819,C,Z,CZ,Dead Stock Candidate
16169M,C,Z,CZ,Dead Stock Candidate
21880,C,Y,CY,Reduce Inventory
84984A,C,Z,CZ,Dead Stock Candidate
84708B,C,Y,CY,Reduce Inventory
84306,C,Y,CY,Reduce Inventory
21117,C,Z,CZ,Dead Stock Candidate
20615,C,Z,CZ,Dead Stock Candidate
20619,C,Z,CZ,Dead Stock Candidate
84799,C,Y,CY,Reduce Inventory
22263,C,Z,CZ,Dead Stock Candidate
22391,C,Y,CY,Reduce Inventory
22264,C,Y,CY,Reduce Inventory
21220,C,Y,CY,Reduce Inventory
21017,C,Z,CZ,Dead Stock Candidate
84913A,C,Y,CY,Reduce Inventory
90195A,C,Y,CY,Reduce Inventory
47579,C,Y,CY,Reduce Inventory
84859B,C,Z,CZ,Dead Stock Candidate
22447,C,Y,CY,Reduce Inventory
21729,C,Z,CZ,Dead Stock Candidate
85230E,C,Y,CY,Reduce Inventory
20662,C,Z,CZ,Dead Stock Candidate
22053,C,Y,CY,Reduce Inventory
16012,C,Z,CZ,Dead Stock Candidate
72487,C,Z,CZ,Dead Stock Candidate
84600,C,Z,CZ,Dead Stock Candidate
35471A,C,Z,CZ,Dead Stock Candidate
35004P,C,Y,CY,Reduce Inventory
21209,C,Y,CY,Reduce Inventory
20793,C,Z,CZ,Dead Stock Candidate
47469,C,Z,CZ,Dead Stock Candidate
47310M,C,Z,CZ,Dead Stock Candidate
71101E,C,Z,CZ,Dead Stock Candidate
51020A,C,Z,CZ,Dead Stock Candidate
84402D,C,Y,CY,Reduce Inventory
85186A,C,Y,CY,Reduce Inventory
85019A,C,Z,CZ,Dead Stock Candidate
20854,C,Y,CY,Reduce Inventory
85180B,C,Z,CZ,Dead Stock Candidate
72801C,C,Z,CZ,Dead Stock Candidate
84820,C,Y,CY,Reduce Inventory
17129D,C,Z,CZ,Dead Stock Candidate
22701,C,Y,CY,Reduce Inventory
20830,C,Z,CZ,Dead Stock Candidate
21386,C,Y,CY,Reduce Inventory
22815,C,Y,CY,Reduce Inventory
20845,C,Z,CZ,Dead Stock Candidate
79071B,C,Z,CZ,Dead Stock Candidate
17012A,C,Z,CZ,Dead Stock Candidate
17181,C,Z,CZ,Dead Stock Candidate
84984C,C,Z,CZ,Dead Stock Candidate
85127,C,Y,CY,Reduce Inventory
20696,C,Y,CY,Reduce Inventory
47367B,C,Z,CZ,Dead Stock Candidate
22811,C,Z,CZ,Dead Stock Candidate
90010B,C,Z,CZ,Dead Stock Candidate
75149N,C,Y,CY,Reduce Inventory
21090,C,Z,CZ,Dead Stock Candidate
84569A,C,Y,CY,Reduce Inventory
82076,C,X,CX,Low Priority
84313B,C,Z,CZ,Dead Stock Candidate
84081,C,Z,CZ,Dead Stock Candidate
20976,C,Z,CZ,Dead Stock Candidate
82081,C,Y,CY,Reduce Inventory
85194S,C,Y,CY,Reduce Inventory
84249D,C,Y,CY,Reduce Inventory
17129F,C,Y,CY,Reduce Inventory
22821,C,Y,CY,Reduce Inventory
84292,C,Y,CY,Reduce Inventory
17109A,C,Z,CZ,Dead Stock Candidate
84051,C,Z,CZ,Dead Stock Candidate
79030D,C,Z,CZ,Dead Stock Candidate
84905,C,Z,CZ,Dead Stock Candidate
47583B,C,Z,CZ,Dead Stock Candidate
37444B,C,Z,CZ,Dead Stock Candidate
21442,C,Z,CZ,Dead Stock Candidate
84683,C,Z,CZ,Dead Stock Candidate
90200A,C,Y,CY,Reduce Inventory
84609,C,X,CX,Low Priority
90184C,C,Y,CY,Reduce Inventory
84801A,C,Z,CZ,Dead Stock Candidate
21311,C,Z,CZ,Dead Stock Candidate
22856,C,Z,CZ,Dead Stock Candidate
79336,C,Z,CZ,Dead Stock Candidate
84925A,C,Z,CZ,Dead Stock Candidate
20666,C,Z,CZ,Dead Stock Candidate
22248,C,Y,CY,Reduce Inventory
85020,C,Z,CZ,Dead Stock Candidate
37464,C,Z,CZ,Dead Stock Candidate
21221,C,Y,CY,Reduce Inventory
22927,C,Y,CY,Reduce Inventory
21441,C,Z,CZ,Dead Stock Candidate
22096,C,Z,CZ,Dead Stock Candidate
20997,C,Y,CY,Reduce Inventory
84858C,C,Z,CZ,Dead Stock Candidate
21309,C,Z,CZ,Dead Stock Candidate
21293,C,Y,CY,Reduce Inventory
84800L,C,Z,CZ,Dead Stock Candidate
40046A,C,Z,CZ,Dead Stock Candidate
35599B,C,Y,CY,Reduce Inventory
84952B,C,Z,CZ,Dead Stock Candidate
21793,C,X,CX,Low Priority
90200B,C,Y,CY,Reduce Inventory
21026,C,Y,CY,Reduce Inventory
20831,C,Z,CZ,Dead Stock Candidate
84875B,C,Z,CZ,Dead Stock Candidate
62096A,C,Y,CY,Reduce Inventory
20856,C,Y,CY,Reduce Inventory
85186C,C,Y,CY,Reduce Inventory
22925,C,Z,CZ,Dead Stock Candidate
85112,C,Z,CZ,Dead Stock Candidate
85070,C,X,CX,Low Priority
21459,C,Z,CZ,Dead Stock Candidate
84823,C,Y,CY,Reduce Inventory
21270,C,Y,CY,Reduce Inventory
84933C,C,Z,CZ,Dead Stock Candidate
84584,C,Y,CY,Reduce Inventory
47597,C,Y,CY,Reduce Inventory
47504G,C,Z,CZ,Dead Stock Candidate
84821,C,Y,CY,Reduce Inventory
21374,C,Z,CZ,Dead Stock Candidate
20695,C,Z,CZ,Dead Stock Candidate
21518,C,Y,CY,Reduce Inventory
84933A,C,Z,CZ,Dead Stock Candidate
21261,C,Y,CY,Reduce Inventory
37444C,C,Z,CZ,Dead Stock Candidate
84809B,C,Z,CZ,Dead Stock Candidate
84804B,C,Z,CZ,Dead Stock Candidate
84859A,C,Z,CZ,Dead Stock Candidate
20940,C,Z,CZ,Dead Stock Candidate
22782,C,Z,CZ,Dead Stock Candidate
16048,C,Z,CZ,Dead Stock Candidate
21757,C,Y,CY,Reduce Inventory
35095A,C,Z,CZ,Dead Stock Candidate
46126A,C,Z,CZ,Dead Stock Candidate
22229,C,Y,CY,Reduce Inventory
22102,C,Z,CZ,Dead Stock Candidate
84933B,C,Z,CZ,Dead Stock Candidate
72801D,C,Z,CZ,Dead Stock Candidate
46776B,C,Z,CZ,Dead Stock Candidate
22394,C,Z,CZ,Dead Stock Candidate
21379,C,Z,CZ,Dead Stock Candidate
84706A,C,Z,CZ,Dead Stock Candidate
20688,C,Z,CZ,Dead Stock Candidate
85130D,C,Y,CY,Reduce Inventory
85163B,C,X,CX,Low Priority
22043,C,Y,CY,Reduce Inventory
16207B,C,Z,CZ,Dead Stock Candidate
62095B,C,Z,CZ,Dead Stock Candidate
84838,C,Z,CZ,Dead Stock Candidate
79303B,C,Z,CZ,Dead Stock Candidate
22819,C,Y,CY,Reduce Inventory
72753D,C,Z,CZ,Dead Stock Candidate
85147,C,Y,CY,Reduce Inventory
20998,C,Y,CY,Reduce Inventory
71279,C,Y,CY,Reduce Inventory
72780,C,Z,CZ,Dead Stock Candidate
22703,C,Y,CY,Reduce Inventory
21197,C,Y,CY,Reduce Inventory
BANK CHARGES,C,X,CX,Low Priority
84497,C,Y,CY,Reduce Inventory
85019B,C,Z,CZ,Dead Stock Candidate
22817,C,Y,CY,Reduce Inventory
82613B,C,Y,CY,Reduce Inventory
85086A,C,Y,CY,Reduce Inventory
84627,C,Z,CZ,Dead Stock Candidate
90002D,C,Z,CZ,Dead Stock Candidate
84766,C,Z,CZ,Dead Stock Candidate
16168M,C,Z,CZ,Dead Stock Candidate
20803,C,Y,CY,Reduce Inventory
22124,C,Z,CZ,Dead Stock Candidate
72225C,C,Z,CZ,Dead Stock Candidate
22972,C,Y,CY,Reduce Inventory
21697,C,Z,CZ,Dead Stock Candidate
22832,C,Y,CY,Reduce Inventory
46776A,C,Z,CZ,Dead Stock Candidate
84533B,C,Y,CY,Reduce Inventory
85230A,C,Z,CZ,Dead Stock Candidate
22640,C,Y,CY,Reduce Inventory
35810B,C,Y,CY,Reduce Inventory
16244A,C,Z,CZ,Dead Stock Candidate
72801F,C,Y,CY,Reduce Inventory
85071D,C,Z,CZ,Dead Stock Candidate
22108,C,Z,CZ,Dead Stock Candidate
22541,C,Z,CZ,Dead Stock Candidate
22345,C,Y,CY,Reduce Inventory
84920,C,Y,CY,Reduce Inventory
47503G,C,Y,CY,Reduce Inventory
90120A,C,Y,CY,Reduce Inventory
84707A,C,Y,CY,Reduce Inventory
85212,C,Y,CY,Reduce Inventory
20654,C,Z,CZ,Dead Stock Candidate
22824,C,X,CX,Low Priority
21264,C,Y,CY,Reduce Inventory
17091B,C,Z,CZ,Dead Stock Candidate
84802A,C,Y,CY,Reduce Inventory
21775,C,Y,CY,Reduce Inventory
79190B,C,Z,CZ,Dead Stock Candidate
21417,C,Y,CY,Reduce Inventory
22770,C,Y,CY,Reduce Inventory
85130C,C,Y,CY,Reduce Inventory
84596L,C,Z,CZ,Dead Stock Candidate
20950,C,Y,CY,Reduce Inventory
22038,C,X,CX,Low Priority
84508B,C,Y,CY,Reduce Inventory
21382,C,Y,CY,Reduce Inventory
90035C,C,Z,CZ,Dead Stock Candidate
84625B,C,Y,CY,Reduce Inventory
17001,C,Z,CZ,Dead Stock Candidate
20868,C,Z,CZ,Dead Stock Candidate
17084N,C,Z,CZ,Dead Stock Candidate
90160C,C,Y,CY,Reduce Inventory
22100,C,Z,CZ,Dead Stock Candidate
85170D,C,Z,CZ,Dead Stock Candidate
84522,C,Z,CZ,Dead Stock Candidate
21654,C,Z,CZ,Dead Stock Candidate
21678,C,Z,CZ,Dead Stock Candidate
85161,C,Y,CY,Reduce Inventory
62096B,C,Z,CZ,Dead Stock Candidate
90058B,C,X,CX,Low Priority
84966C,C,Y,CY,Reduce Inventory
84977,C,Y,CY,Reduce Inventory
22820,C,Y,CY,Reduce Inventory
84592,C,Y,CY,Reduce Inventory
84801B,C,Z,CZ,Dead Stock Candidate
20694,C,Z,CZ,Dead Stock Candidate
22092,C,Z,CZ,Dead Stock Candidate
46776F,C,Z,CZ,Dead Stock Candidate
72793,C,Z,CZ,Dead Stock Candidate
22638,C,Z,CZ,Dead Stock Candidate
90184B,C,Y,CY,Reduce Inventory
21263,C,Z,CZ,Dead Stock Candidate
20794,C,Y,CY,Reduce Inventory
84984D,C,Z,CZ,Dead Stock Candidate
90161C,C,Y,CY,Reduce Inventory
20670,C,Z,CZ,Dead Stock Candidate
90160B,C,Y,CY,Reduce Inventory
21375,C,Z,CZ,Dead Stock Candidate
84482,C,Y,CY,Reduce Inventory
35981C,C,Z,CZ,Dead Stock Candidate
84663A,C,Z,CZ,Dead Stock Candidate
20663,C,Z,CZ,Dead Stock Candidate
90143,C,Y,CY,Reduce Inventory
20618,C,Z,CZ,Dead Stock Candidate
90209B,C,Z,CZ,Dead Stock Candidate
22973,C,X,CX,Low Priority
22344,C,Z,CZ,Dead Stock Candidate
16202A,C,Z,CZ,Dead Stock Candidate
21001,C,Y,CY,Reduce Inventory
72811,C,Z,CZ,Dead Stock Candidate
84623,C,Z,CZ,Dead Stock Candidate
72128,C,Z,CZ,Dead Stock Candidate
84881,C,X,CX,Low Priority
21418,C,Y,CY,Reduce Inventory
84596J,C,Y,CY,Reduce Inventory
22929,C,X,CX,Low Priority
37476,C,Y,CY,Reduce Inventory
22420,C,Y,CY,Reduce Inventory
20800,C,Z,CZ,Dead Stock Candidate
84613C,C,Z,CZ,Dead Stock Candidate
85170C,C,Z,CZ,Dead Stock Candidate
17013D,C,Z,CZ,Dead Stock Candidate
84218,C,Z,CZ,Dead Stock Candidate
90160D,C,Y,CY,Reduce Inventory
21454,C,Y,CY,Reduce Inventory
21394,C,Z,CZ,Dead Stock Candidate
21943,C,Y,CY,Reduce Inventory
22031,C,X,CX,Low Priority
77081,C,Z,CZ,Dead Stock Candidate
72127,C,Z,CZ,Dead Stock Candidate
46775E,C,X,CX,Low Priority
17011F,C,Z,CZ,Dead Stock Candidate
85205B,C,Y,CY,Reduce Inventory
85033S,C,Z,CZ,Dead Stock Candidate
84924F,C,Z,CZ,Dead Stock Candidate
21341,C,Z,CZ,Dead Stock Candidate
72817,C,Y,CY,Reduce Inventory
84671B,C,Y,CY,Reduce Inventory
79030A,C,Y,CY,Reduce Inventory
21946,C,Z,CZ,Dead Stock Candidate
45016,C,Z,CZ,Dead Stock Candidate
85230B,C,Y,CY,Reduce Inventory
22039,C,X,CX,Low Priority
22893,C,Y,CY,Reduce Inventory
84924D,C,Z,CZ,Dead Stock Candidate
21395,C,Y,CY,Reduce Inventory
21321,C,Z,CZ,Dead Stock Candidate
